sequence_pos,item_type
1,3
2,3
3,4
4,4
5,4
6,2
7,0
8,0
9,0
10,2
11,2
12,3
13,2
14,2
15,2
16,3
17,3
18,2
19,2
20,3
21,0
22,0
23,1
24,4
25,4
26,4
27,0
28,0
29,0
30,1
31,1
